track_id,artist,genre,chorus_ratio,syllable_density,sentiment_score,flesch_kincaid_readability,lsa_component_1,lsa_component_2,lsa_component_3
Pop_001,PopArtist_1,Pop,0.47483570765056166,6.861735698828816,0.7295377076201385,87.61514928204012,-0.11707668736166799,-0.11706847847459027,0.7896064077536957
Pop_002,PopArtist_1,Pop,0.4883717364576454,6.530525614065048,0.7085120087171929,77.68291153593769,-0.23286487678512843,0.12098113578301706,-0.956640122328899
Pop_003,PopArtist_1,Pop,0.36375410837434835,6.437712470759028,0.39743377593311524,81.57123666297637,-0.45401203776060545,-0.7061518506676457,0.732824384460777
Pop_004,PopArtist_1,Pop,0.43871118497567324,7.067528204687924,0.31505036275730863,77.27808637737408,0.05546129485493304,-0.5754967887111514,0.18784900917283598
Pop_005,PopArtist_1,Pop,0.41996806550405974,6.708306250206723,0.4796586775541206,89.26139092254469,-0.0067486123689669605,-0.5288554644779502,0.4112724560515945
Pop_006,PopArtist_1,Pop,0.38895781750144887,7.208863595004756,0.20806597522404485,73.35906975550785,0.09843061793456176,0.3692332899977052,0.08568414059498525
Pop_007,PopArtist_1,Pop,0.44421758588058796,6.698896304410711,0.3042956019265145,76.40077895802645,-0.23031938547989375,0.5285611131094579,0.1718091447842307
Pop_008,PopArtist_1,Pop,0.3618479922318633,7.3240839693947954,0.5229835439167366,76.6153899984702,0.30583814442043394,0.5154997612479755,0.4656400595580993
Pop_009,PopArtist_1,Pop,0.4080391238388681,6.690787624148785,0.6662526862807128,84.8777256356118,-0.23958711892264498,-0.09282948833190856,-0.5531674870030141
Pop_010,PopArtist_1,Pop,0.39018966879596645,7.812525822394198,0.8712480057141645,79.63994939209833,0.5017664489460121,0.18081801252381707,-0.32255987730256214
Pop_011,PopArtist_1,Pop,0.46806978027542073,8.53803656646597,0.5928347921780097,87.82321827907003,-1.3098725520448722,0.4109512521876119,0.04352353411908561
Pop_012,PopArtist_1,Pop,0.43504963247670664,7.091760776535502,0.2024862170798214,78.90164056081244,0.1785562857558732,0.738947022370758,-0.2591351091368237
Pop_013,PopArtist_1,Pop,0.4095753198553406,6.498242956415464,0.7830804235404148,81.64375554829843,-0.2648801018835194,0.25663371655667805,0.048538774674020194
Pop_014,PopArtist_1,Pop,0.49843224952664444,6.297946906122648,0.5344675706804464,78.0394592343392,-0.7317574740660593,0.14806013853228803,0.13052763608994467
Pop_015,PopArtist_1,Pop,0.45025567283212303,6.765412866624853,0.3169258515899171,77.89677338617321,-0.17135725826338474,-0.40113863461080945,-0.08064285583300457
Pop_001,PopArtist_2,Pop,0.47020254284072693,8.88618590121053,0.6349155625663677,81.28775195361382,-0.03722295788308361,-0.9593856076495207,-0.013256937724608439
Pop_002,PopArtist_2,Pop,0.45301151049705135,9.463242112485286,0.5615278070437755,81.50773671166806,-0.017355884852621656,-0.584339018809766,0.5714114072575103
Pop_003,PopArtist_2,Pop,0.48759665163433874,7.791031947043047,0.4181225090410522,87.0139715546805,-0.7009255313961404,0.29342854690013515,1.0952278129049893
Pop_004,PopArtist_2,Pop,0.4004731837434656,6.433702270397228,0.6199302730175282,77.48262172941901,-0.7753317155330663,0.034281487403013663,-0.5311518568630524
Pop_005,PopArtist_2,Pop,0.4736796215317591,6.080575765766197,0.9099868810035079,76.08373353831881,-0.1610307581028378,0.4067586086848349,-0.6154321582169776
Pop_006,PopArtist_2,Pop,0.4613729967302065,8.307142754282427,0.2785033530877544,80.92316929266153,0.12994139712421177,0.3909114358886552,-0.618475355439041
Pop_007,PopArtist_2,Pop,0.3839771693457862,7.521941565616897,0.6593969346466372,81.25246425172938,0.17322410474848784,-0.3400123607892454,0.11612684858050178
Pop_008,PopArtist_2,Pop,0.46465362366493407,6.285648581973632,0.9731549022289513,82.36916460455893,-0.5956517486013243,0.32827680431691486,-0.4873408351136607
Pop_009,PopArtist_2,Pop,0.4893542301871226,8.158595579007404,0.4358635363296579,84.8168806462216,0.20639046346824916,0.411030079997245,0.9483964913269737
Pop_010,PopArtist_2,Pop,0.4377305941998565,6.246263835642511,0.4220971140748953,75.92094857517282,-0.0385508547070521,0.17057598740832194,0.13834539966500953
Pop_011,PopArtist_2,Pop,0.4913591624518012,7.013001891877907,0.8907068154314634,78.67671583381022,1.3600845832948094,0.3128336738825031,-0.4285787782081413
Pop_012,PopArtist_2,Pop,0.3964553750969444,7.482472415243185,0.5553074429348298,83.57000247046047,0.23661881228677242,-0.03641445632843639,-0.4233968590342025
Pop_013,PopArtist_2,Pop,0.3742576387657068,6.553485047932979,0.7712797588646945,81.07046872065102,-0.622869389355994,0.086590462925591,0.1926586898644184
Pop_014,PopArtist_2,Pop,0.40580712818994336,7.153725105945528,0.6116417436892,74.28514851084688,0.17889368017414164,0.2803922631841172,0.5415256215876385
Pop_015,PopArtist_2,Pop,0.5026901026017452,5.6223306320429085,0.4124349920169754,82.5751763360433,0.2568929754561044,0.25752384315302396,1.9263657453273606
Pop_001,PopArtist_3,Pop,0.47854452553465837,8.135565640180598,0.7908003526986405,83.256956256529,-0.1576346223201728,0.3794846102466337,-0.3864126072687859
Pop_002,PopArtist_3,Pop,0.43815906966299956,6.514636452170897,0.6163748278772645,91.57329283336755,-0.933632596295874,0.34313009518725673,-0.8063579355948258
Pop_003,PopArtist_3,Pop,0.42640340671052834,8.088950596967367,0.6128560038190926,74.61127611035347,-0.3576518546299841,0.3397988744673379,-0.36518331585856834
Pop_004,PopArtist_3,Pop,0.46082292947909875,7.045571839903814,0.46967993047883655,90.71972044662662,0.3169595111590056,-1.0125712933288036,0.09322715738471382
Pop_005,PopArtist_3,Pop,0.4169106767615806,7.852433334796224,0.44149585231345984,79.4263177926655,0.25249363949022857,0.43287759708506074,-0.6001482035278881
Pop_006,PopArtist_3,Pop,0.4332749382079526,6.5250546888390435,0.4693341534852576,88.82727120140548,0.20249085548047777,-0.6304419771675226,0.45893097352738804
