,original_index,track_id,song_name,artist,genre,lyrics,chorus_ratio,syllable_density,sentiment_score,flesch_kincaid_readability,readability_score,lsa_dim_1,lsa_dim_2,lsa_dim_3,lsa_dim_4,lsa_dim_5,lsa_dim_6,lsa_dim_7,lsa_dim_8,lsa_dim_9,lsa_dim_10,scaled_sentiment_score,scaled_readability_score,scaled_lsa_dim_1,scaled_lsa_dim_2,scaled_lsa_dim_3,scaled_lsa_dim_4,scaled_lsa_dim_5,scaled_lsa_dim_6,scaled_lsa_dim_7,scaled_lsa_dim_8,scaled_lsa_dim_9,scaled_lsa_dim_10
0,17623,Pop_00001,A Child Is Born,Rihanna,Pop,"As I was walkin' down the road to Bethlehem one night  
I looked up to the sky and there I saw a wondrous sight  
A star was shining brighter than I'd ever seen before  
And a host of angels sang to me, never heard a song so pure  
They said don't be afraid, we bring good news to all the world  
With great tidings of joy for every boy and every girl  
  
[Chorus:]  
A child is born  
On this holy night  
And all the angels sing of the joy he brings with a star so bright  
So come to see  
Mary's sweet baby  
And let our praises ring to the newborn king while he sleeps so peacefully  
So peacefully  
Oh yeah  
  
As I went down into the town to see what I could see  
Three mighty kings with golden rings came ridin' up to me  
They said they seek the child who was born beneath the star  
Of all the kings this one would be the mightiest by far  
So wake up everybody, 'cause the blessed day has come  
And ring the bell so we can tell the news to everyone  
  
[Chorus:]  
A child is born  
On this holy night  
And all the angels sing of the joy he brings with a star so bright  
So come to see  
Mary's sweet baby  
And let our praises ring to the newborn king while he sleeps so peacefully  
So peacefully  
Hallelujah (repeated)  
  
So wake up everybody, 'cause the blessed day has come  
And ring the bell so we can tell the news to everyone  
  
[Chorus:]  
A child is born  
On this holy night  
And all the angels sing of the joy he brings with a star so bright  
So come to see  
Mary's sweet baby  
And let our praises ring to the newborn king while he sleeps so peacefully  
So peacefully  
Oh yeah

",0.7317,1.6751,0.9985,0.0,-213.0158520900321,0.18162017881227213,-0.03206208502750887,0.07483038993796168,-0.05201748505871547,0.02468130064959202,0.013611219136196905,-0.10825343592956267,-0.05080702081109671,0.01675751165234564,-0.05950401686057427,0.7307680328887585,-1.2588543942223602,-0.1817268064382241,-0.21802070307158758,0.8545396101842159,-0.5392458431719807,0.3911556906677058,0.1368470198208063,-1.4478072587822939,-0.7312815668698905,0.23536867999301975,-0.8705473582697453
1,17624,Pop_00002,A Girl Like Me,Rihanna,Pop,"Some girls play the game  
They all walk and talk  
And they dress the same  
Nothin' new to say  
Don't they realize  
That it's so easy to see  
Right though there disguise  
Makes me wonder why  
When the whole worlds turnin' left  
It's when I'm goin' right  
I need someone to let me be  
Just who I am inside  
  
Cause a girl like me  
Is just a lil' different from all the rest  
And a girl likes me  
Never settles for second best  
Could it be a boy like you  
That would give me anything  
If I asked him to  
To take all my dreams  
And make them true  
Show me all the reasons that you  
Ought to be with a girl like me  
Just like me  
  
Possibility  
Got me trippin'  
Thinkin' of what could be  
Between you and me  
Still I need to know  
Should I keep this feelin'  
Or let it go  
I can't wait no more  
So now's the time  
To speak your mind  
And show me what you feel  
So tell me if you  
Want to take a chance  
On something real  
  
Cause a girl like me  
Is just a lil' different from all the rest  
And a girl likes me  
Never settles for second best  
Could it be a boy like you  
That would give me anything  
If I asked him to  
To take all my dreams  
And make them true  
Show me all the reasons that you  
Ought to be with a girl like me  
Just like me  
  
Mirror mirror on the wall  
Catch me now before I fall  
I wish I may, I wish I might  
Find the answer here tonight  
Mirror mirror on the wall  
Catch me now before I fall  
I wish I may, I wish I might  
Find the answer here tonight  
  
When the whole world's turnin' left  
It's when I'm going right  
I need someone to let me be  
Just who I am inside  
  
Cause a girl like me  
Is just a lil' different from all the rest  
And a girl likes me  
Never settles for second best  
Could it be a boy like you  
That would give me anything  
If I asked him to  
To take all my dreams  
And make them true  
Show me all the reasons that you  
Ought to be with a girl like me  
Just like me

",0.6486,1.4463,0.9976,0.0,-288.0691603053435,0.2891246439594077,-0.10088380293463081,-0.05416354240244235,0.02306965971889001,0.02675587772355015,0.028944196767757804,0.025260869699590488,-0.02957917095137358,0.24280091396950854,0.14842975749476686,0.7296668437571371,-1.8788193320043722,1.04680905411336,-0.9026993162285633,-0.574128341303534,0.39024804041620176,0.4180813294958598,0.346083056533976,0.4404943856578935,-0.41533001576004674,3.680570512939705,2.338876256415578
2,17626,Pop_00003,American Oxygen,Rihanna,Pop,"[Chorus]  
Breathe out, breathe in  
American oxygen  
Every breath I breathe  
Chasin' this American Dream  
We sweat for a nickel and a dime  
Turn it into an empire  
Breathe in, this feeling  
American, American oxygen  
  
[Refrain]  
American oxygen  
Breathe in, this feeling  
American, American Oxygen  
  
[Verse 1]  
Oh say can you see, this is the American Dream  
Young girl, hustlin'  
On the other side of the ocean  
You can be anything at all  
In America, America  
I say, can't see  
Just close your eyes and breathe  
  
[Chorus]  
Breathe out, breathe in  
American oxygen  
Every breath I breathe  
Chasin' this American Dream  
We sweat for a nickel and a dime  
Turn it into an empire  
Breathe in, this feeling  
American, American oxygen  
  
[Refrain x2]  
American oxygen  
Breathe in, this feeling  
American, American Oxygen  
  
[Verse 2]  
Oh say, you see, this is the American Dream  
Young boy, hustlin'  
Tryna get the wheels in motion  
But he can be anything at all  
In America, America  
I say, can't see  
Just close your eyes and breathe  
  
[Chorus]  
Breathe out, breathe in  
American oxygen  
Every breath I breathe  
Chasin' this American Dream  
We sweat for a nickel and a dime  
Turn it into an empire  
Breathe in, this feeling  
American, American oxygen  
  
[Bridge x4]  
This is the new America  
We are the new America  
  
[Chorus]  
Breathe out, breathe in  
American oxygen  
Every breath I breathe  
Chasin' this American Dream  
We sweat for a nickel and a dime  
Turn it into an empire  
Breathe in, this feeling  
American, American oxygen  
  
[Refrain x2]  
American oxygen  
Breathe in, this feeling  
American, American Oxygen  
  
[Bridge x2]  
This is the new America  
We are the new America

",0.8143,2.3005,0.9195,0.0,-215.42180505415158,0.044863735810171966,-0.01287239893482738,0.0026943897383302595,-0.021561300065054186,-0.003934928287353808,-0.0005807773320168675,0.0011498268474825673,-0.015095099973247332,0.00727615444159464,-0.0029470861898113947,0.6341080980019982,-1.2787283546802748,-1.744547421931844,-0.02711050698223346,0.0555997704267536,-0.16223273722842668,0.01974975224677237,-0.056819022445118425,0.09949031383008883,-0.19975167305625363,0.09086019663782374,0.0023995664500122706
3,17627,Pop_00004,California King Bed,Rihanna,Pop,"Chest to chest  
Nose to nose  
Palm to palm  
We were always just that close  
Wrist to wrist  
Toe to toe  
Lips that felt just like the inside of a rose  
So how come when I reach out my finger  
It feels like more than distance between us  
  
In this California king bed  
We're ten thousand miles apart  
I'll be California wishing on these stars  
For you're heart on me  
My California king  
  
Eye to eye  
Cheek to cheek  
Side by side  
You were sleeping next to me  
Arm in arm  
Dusk to dawn  
With the curtains drawn  
And a little last night on these sheets  
So how come when I reach out my finger  
It seems like more than distance between us  
  
In this California king bed  
We're ten thousand miles apart  
I'll be California wishing on these stars  
For you're heart on me  
My California king  
  
Just when I felt like giving up on us  
You turned around and gave me one last touch  
That made everything feel better  
And even then my eyes got wetter  
So confused wanna ask you if you love me  
But I don't wanna seem so weak  
Maybe I've been California dreaming  
  
In this California king bed  
We're ten thousand miles apart  
I'll be California wishing on these stars  
For you're heart on me  
My California king  
My California king  
  
In this California king bed  
We're ten thousand miles apart  
I'll be California wishing on these stars  
For you're heart on me  
My California king

",0.4894,1.6163,0.793,0.0,-159.39499999999995,0.10179895328543083,-0.005987994852396912,-0.02712190814007781,-0.04586365825179796,-0.010746672731004391,0.010495189881465647,-0.03175051701350136,-0.01532628541645709,-0.01331314524784335,0.02077973504512536,0.4793298478352243,-0.8159285722925889,-1.0939050853467904,0.04137956247421253,-0.2746296321352396,-0.4630684309846846,-0.0686589036579647,0.09432523265011127,-0.36582142278563345,-0.20319259617653296,-0.2229480910715075,0.36861915058880795
4,17628,Pop_00005,Cold Case Love,Rihanna,Pop,"On my roof (roof, roof, roof)  
Dark and I'm burning a rose  
I don't need proof (proof, proof, proof)  
I'm torn apart and you know  
What you did to me was a crime  
Cold case love (love, love)  
And I let you reach me one more time  
But that's enough  
  
Your love was breaking the law  
But I needed a witness  
So wake me up when it's over  
It don't make any difference  
Will it ever be solved  
Or am I taking the fall  
Truth was there all along  
Tell me how did we miss it  
  
We opened up a cold case love  
And it got the best of us  
And now prints, pictures and white outlines  
Are all that's left at the scene of a crime  
Of a cold case love  
  
Should've investigated  
But love blinded eyes  
Couldn't see, no  
And then I tried to cage it  
But your love ain't the kind you can keep  
Release me now cause I did my time  
Of this cold case love  
My heart's no longer cold and confined  
I've had enough  
  
Your love was breaking the law  
But I needed a witness  
So wake me up when it's over  
It don't make any difference  
Will it ever be solved  
Or am I taking the fall  
Truth was there all along  
Tell me how did we miss it  
  
We opened up a cold case love  
And it got the best of us  
And now prints, pictures and white outlines  
Are all that's left at the scene of a crime  
Of a cold case love  
  
We lost our way  
Took this too far  
Now I'll never find the pieces of my heart  
We've lost enough  
Looking for a truth  
That was here all along  
  
Cold case love  
And it got the best of us  
And now prints, pictures and white outlines  
Are all that's left at the scene of a crime  
Of a cold case love  
  
We opened up a cold case love  
It got the best of us  
Now prints, pictures and white outlines  
Are all that's left at the scene of a crime  
Of a cold case love, love

",0.5424,1.4672,0.9987,0.0,-253.1869553072625,0.2098199964903475,0.184694108249179,-0.08902012789362743,0.05131944431054444,-0.09280927947132635,-0.019127373462266773,0.00048132033496669054,-0.0034253816189056636,0.0016100029627128074,-0.02570486496806133,0.7310127415846743,-1.590680879941804,0.14053410831648913,1.93839640360616,-0.9601812795001542,0.7399484061498824,-1.1337377277341543,-0.3099085633067425,0.09003558206217653,-0.02606165548810824,0.004500518537565928,-0.34886300671850917
5,17629,Pop_00006,Crazy Little Thing Called Love,Rihanna,Pop,"Ooh yeah  
Yeah yea  
  
When you stand so close to me  
I'm feeling butterflies  
Is this the way that it supposed to be  
When I look into your eyes  
All you have to do is say my name  
Just a stutter more like butter  
Since I met you boy my whole worlds changed  
I can't hide this or deny this  
  
[Chorus]  
Boy you got me catching feelings  
Got me thinking baby your the one  
I didn't understand the reason  
That my heart was beating like a drum  
I didn't understand the meaning  
Then you opened up my eyes to  
A crazy little thing called love  
(A crazy little thing called love)  
A crazy little thing called love  
Whoa ho yeah  
  
My best friends tell me Rihanna  
What's got into you  
I say Rihanna I can't explain  
These feelings I'm going through  
Tell me girl it's not like you to fall this way  
I try my best to wear a disguise  
But it's written on my face  
  
[Chorus]  
  
Yeah  
It's crazy It's amazing  
It's the loving that you feeling  
Put a tingle in your body every time you want a healing  
Hey Rihanna  
Baby girl for you missing the song yeah  
So tell the DJ put the pon de replay  
If you wanna  
Come on my bajun baby  
Let me take to Jamaica  
And introduce you to the real thing  
For the loving where you are  
So baby your my number one my number two  
So if its loving that you want  
Baby you should make me your boo  
  
[Chorus]  
  
Don't understand the meaning  
This means crazy baby  
I try my best not to show  
But you know its so crazy baby  
Crazy little thing called love  
A crazy little thing called love  
(A crazy little thing called love)  
Whoa yea

",0.1509,1.5616,0.9915,0.0,-205.38899999999995,0.33013110028372644,0.03907325494916432,0.04975965861814642,0.12557639507064952,0.08420597017162079,0.005513223390985588,-0.1189556692495354,0.040950168043743664,0.07870095076709566,-0.042793669391615295,0.7222032285317037,-1.1958540949163696,1.5154212372409945,0.48967517263160226,0.5768695701511682,1.6591654272505691,1.1637178543175108,0.026340595317815765,-1.5991696516139604,0.6344161526703118,1.1794690066980857,-0.6126258929246111
6,17630,Pop_00007,Cry,Rihanna,Pop,"I'm not the type to get my heart broken  
I'm not the type to get upset and cry  
'Cause I never leave my heart open  
Never hurts me to say goodbye  
Relationships don't get deep to me  
Never got the whole in love thing  
And someone can say they love me truly  
But at the time it didn't mean a thing  
  
[Chorus]  
My mind is gone, I'm spinning round  
And deep inside, my tears I'll drown  
I'm losing grip, what's happening  
I stray from love, this is how I feel  
This time was different  
Felt like, I was just a victim  
And it cut me like a knife  
When you walked out of my life  
Now I'm, in this condition  
And I've, got all the symptoms  
Of a girl with a broken heart  
But no matter what you'll never see me cry  
  
Did it happen when we first kissed?  
'Cause it's hurting me to let it go  
Maybe 'cause we spent so much time  
And I know that it's no more  
I should've never let you hold me baby  
Maybe why I'm sad to see us apart  
I didn't give to you on purpose  
Can't figure out how you stole my heart  
  
[Chorus]  
  
How did I get here with you, I'll never know?  
I never meant to let it get so, personal  
And after all I tried to do, to stay away from loving you  
I'm broken heart and I can't let you know  
And I won't let it show  
You won't see me cry  
  
This time was different  
Felt like, I was just a victim  
And it cut me like a knife  
When you walked out of my life  
Now I'm, in this condition  
And I've, got all the symptoms  
Of a girl with a broken heart  
But no matter what you'll never see me cry  
  
This time was different  
Felt like, I was just a victim  
And it cut me like a knife  
When you walked out of my life  
Now I'm, in this condition  
And I've, got all the symptoms  
Of a girl with a broken heart  
But no matter what you'll never see me cry  
  
All my life

",0.4906,1.4969,-0.9909,0.0,-15.665976058931847,0.3571528870356068,0.036940808487859786,-0.09727249301016161,-0.12795613768532396,0.008782236613579453,0.008120092256452095,-0.01988191880045902,-0.04240316625264047,0.02329462161004504,0.07889131473680633,-1.7033493653861846,0.3713202979299659,1.824219890352077,0.4684603507678429,-1.0515800713042163,-1.4792804303628877,0.1848040147945118,0.06191430596606133,-0.19796305422146282,-0.6062000866167411,0.3350029226984968,1.2655618273010014
7,17631,Pop_00008,Dem Haters,Rihanna,Pop,"[Verse 1]  
I'm not concerned with people  
Who prey on the wealth of their fellow man (oh yea)  
Cause they only want to know you, enroll you  
Only for the things ya had  
I just think its so sad  
  
[Hook]  
Get dem haters out your circle  
Smile in your face but all they wanna do is bring ya down  
See them try to mess to hurt you  
And work you  
Anything to bring ya down  
  
[Verse 2]  
They keep evil thoughts in their hearts (what you don't know)  
You can't let them knock your hustle  
Not letting them know how much you struggle  
They turn green with envy when your on top  
And dem heart is full with strife  
Their by gonna try to take your life  
  
[Hook]  
  
[Bridge]  
Ya know they talk about ya and they tell the lies  
Don't be fooled you betta recognize  
They not there for you  
They don't care for you  
Trust me 'cause I know its true  
Ya see they smile in your face and make ya think they down  
Then they turn against you when your not around  
Its just jealousy and dishonesty  
So hold on to your sanity  
  
[Hook]

",0.0968,1.4353,-0.9419,0.0,-90.60324873096444,0.24731592222649149,-0.11389010935048556,-0.04205726659789408,0.06198016268705942,-0.016614407531363912,-0.026937598409728793,0.15202739201626167,-0.011037619878647952,-0.056322027071327406,0.05368088749290253,-1.6433957348868018,-0.24768614821350363,0.5690287697092522,-1.0320936427567093,-0.44004569152286505,0.8719160359615591,-0.14481539355517237,-0.4164880257642845,2.233361684952495,-0.13936085919816513,-0.8784606031480616,0.8764430283769692
8,17632,Pop_00009,Disturbia,Rihanna,Pop,"Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
  
No more gas in the red  
Can't even get it started  
Nothing heard, nothing said  
Can't even speak about it  
All my life on my head  
Don't want to think about it  
Feels like I'm going insane  
Yeah  
  
It's a thief in the night  
To come and grab you  
It can creep up inside you  
And consume you  
A disease of the mind  
It can control you  
It's too close for comfort  
  
[Chorus]  
Throw on your break lights  
We're in the city of wonder  
Ain't gonna play nice  
Watch out, you might just go under  
Better think twice  
Your train of thought will be altered  
So if you must falter be wise  
Your mind is in Disturbia  
It's like the darkness is the light  
Disturbia  
Am I scaring you tonight  
Your mind is in Disturbia  
Ain't used to what you like  
Disturbia  
Disturbia  
  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
  
Faded pictures on the wall  
It's like they talkin' to me  
Disconnectin' your call  
Your phone don't even ring  
I gotta get out  
Or figure this shit out  
It's too close for comfort  
  
It's a thief in the night  
To come and grab you  
It can creep up inside you  
And consume you  
A disease of the mind  
It can control you  
I feel like a monster  
  
[Chorus]  
  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
  
Release me from this curse I'm in  
I've been trying to maintain  
But I'm struggling  
You can't go, go, go  
I think I'm going to oh, oh, oh  
  
[Chorus]  
  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum  
Bum bum be-dum bum bum be-dum bum

",0.5588,1.5927,-0.7672,0.0,-248.74443181818177,0.02461231663792038,-0.012662268300399128,0.0030231753316891387,-0.005078729877463628,-0.008580477080526608,-0.0018706571554249064,0.0030529410150546524,-0.004211697899428523,-1.7792066252194833e-05,-0.006991914528370863,-1.4296426890043081,-1.5539841791034898,-1.97597589930831,-0.025020004801565826,0.05924122418833944,0.0418028299855716,-0.04054416044208545,-0.07442090960437768,0.12640618322138425,-0.037765047500763115,-0.020309240827067032,-0.06003169382681396
9,17633,Pop_00010,Do Ya Thing,Rihanna,Pop,"Know I'm missing that kissing in the Rover  
Boy what I'm feeling never feel it about another  
I need you, why can't you come over  
And you my lover  
But I love you like a brother  
Babe you the one at the end of the day  
You are who you are  
And I love you that way  
Lust ain't love, if you know the difference  
You ran a little game on ya  
Caught up in your feelings  
We together like, ohhh  
  
You know that I'mma do whatever I'm not gon' leave  
This kind of love don't come easy  
We don't care what they think  
Promise we'll stay the same  
Say that you stay right here for me  
  
See I know you like being round chicks  
And looking at hips, and a little outfit  
What can I say (What can I say?)  
That's what I love about you babe (That's what I love about you babe)  
Yeah, I don't mess 'cause I know you gon' lie  
You way too sexy, to ever be shy  
What can I say (What can I say?)  
That's what I love about you babe (That's what I love about you babe)  
  
Go ahead  
Do ya thang, do ya thang,  
Do ya, do ya, do ya thang  
(Go ahead)  
Do ya thang, do ya thang  
Do ya, do ya, do ya thang  
Do ya thang, do ya thang,  
Do ya, do ya, do ya thang  
  
You the shit  
Yeah, baby you the bomb  
Middle of the day  
Give me what I want  
It feels so special  
It feels so good  
And he ain't going no where even if he could  
I got that ow, ow  
You know what I'm talking about, 'bout  
Make a nigga scream and shout, shout  
  
Every time the lights go out, out  
We out, out  
  
You know that I'mma do whatever I'm not gon' leave  
This kind of love don't come easy  
Fuck what you think, babe  
Promise we'll stay the same  
Say that you stay right here for me  
  
See I know you like being round chicks  
And looking at her hips, and a little outfit  
What can I say (What can I say?)  
That's what I love about you babe (That's what I love about you babe)  
Yeah I don't mess, cause I know you gon' lie  
You're way too sexy to ever be shy  
What did I say? (What can I say?)  
That's what I love about you babe (That's what I love about you babe)  
  
Go ahead  
Do ya thang, do ya thang,  
Do ya, do ya, do ya thang  
(Go ahead)  
Do ya thang, do ya thang  
Do ya, do ya, do ya thang  
Do ya thang, do ya thang,  
Do ya, do ya, do ya thang  
  
And I know what you thinking of  
That I don't know a thing about love  
But what I know is I'm his girl  
And he's the one for me  
See this shit ain't worth tripping over  
Do your thing, it doesn't matter  
As long as we gon' rock forever  
Love is all we need  
  
Do ya thang, do ya thang,  
Do ya, do ya, do ya thang  
Do ya thang, do ya thang,  
Do ya, do ya, do ya thang  
Do ya thang, do ya thang,  
Do ya, do ya, do ya thang  
  
See I know you like being round chicks  
And looking at her hips, and a little outfit  
What can I say? (What can I say?)  
That's what I love about you babe (That's what I love about you babe)

",0.5119,1.2212,0.9996,0.0,36.51583439086295,0.2049184814471045,-0.028852485254737967,-0.05344009277979967,0.17657313684832338,-0.07507311097700335,-0.03823011628729548,0.0285249964506527,-0.034867198578340725,-0.049455292621331616,0.052236766417975214,0.7321139307162955,0.8023591640123536,0.08452074186314694,-0.18608973145336363,-0.5661157993828954,2.290447382446328,-0.903542536112624,-0.5705873626309317,0.4866591459256961,-0.4940360807686377,-0.7738024451528552,0.85415325705576
